450896,1.704840000000000e+03,5.215810000000000e+02,3.290750800000000e+04
450896,1.723975000000000e+03,4.987130000000000e+02,3.341123400000000e+04
450896,1.671970000000000e+03,5.398300000000000e+02,3.294857500000000e+04
450896,1.543504000000000e+03,5.586340000000000e+02,3.305025500000000e+04
450896,1.694477000000000e+03,5.217380000000001e+02,3.302469700000000e+04
450896,1.693990000000000e+03,5.219950000000000e+02,3.337296600000000e+04
450896,1.663561000000000e+03,5.243080000000000e+02,3.334830900000000e+04
450896,1.676648000000000e+03,5.244540000000000e+02,3.341377700000000e+04
450896,1.738700000000000e+03,5.483030000000000e+02,3.368382600000000e+04
450896,1.685769000000000e+03,5.302360000000000e+02,2.875558600000000e+04
