450896,1.375194000000000e+03,5.171890000000000e+02,3.429136100000000e+04
450896,1.440754000000000e+03,5.216330000000000e+02,4.360846000000000e+04
450896,1.424305000000000e+03,5.370830000000000e+02,3.138858800000000e+04
450896,1.479252000000000e+03,5.574250000000000e+02,2.844714100000000e+04
450896,1.302467000000000e+03,5.399020000000000e+02,3.412842000000000e+04
450896,1.384374000000000e+03,5.157140000000001e+02,4.347665700000000e+04
450896,1.349551000000000e+03,5.147700000000000e+02,4.351767300000000e+04
450896,1.409083000000000e+03,5.149800000000000e+02,4.319791000000000e+04
450896,1.360485000000000e+03,5.305210000000000e+02,3.044338900000000e+04
450896,1.458870000000000e+03,5.561190000000000e+02,3.475904100000000e+04
