450896,1.957322000000000e+03,1.122630000000000e+02,2.050459000000000e+03
450896,1.970305000000000e+03,1.121920000000000e+02,1.966017000000000e+03
450896,1.991361000000000e+03,1.109490000000000e+02,1.988306000000000e+03
450896,1.988314000000000e+03,1.107170000000000e+02,2.283896000000000e+03
450896,1.951418000000000e+03,1.144920000000000e+02,2.211502000000000e+03
450896,1.993039000000000e+03,1.106210000000000e+02,2.249210000000000e+03
450896,1.970922000000000e+03,1.109240000000000e+02,2.083344000000000e+03
450896,1.796980000000000e+03,1.094540000000000e+02,2.066841000000000e+03
450896,1.801921000000000e+03,1.091340000000000e+02,1.852214000000000e+03
450896,1.774963000000000e+03,1.092450000000000e+02,2.197684000000000e+03
