900896,1.251945000000000e+03,6.131600000000000e+01,2.808889000000000e+03
900896,1.233724000000000e+03,6.147200000000000e+01,2.836106000000000e+03
900896,1.301552000000000e+03,6.208900000000000e+01,2.789544000000000e+03
900896,1.270859000000000e+03,6.147200000000000e+01,2.809509000000000e+03
900896,1.252540000000000e+03,6.153000000000000e+01,2.633327000000000e+03
900896,1.206713000000000e+03,6.090200000000000e+01,2.800102000000000e+03
900896,1.316841000000000e+03,6.166100000000000e+01,2.765019000000000e+03
900896,1.261663000000000e+03,6.152800000000000e+01,2.836326000000000e+03
900896,1.245574000000000e+03,6.162200000000000e+01,2.641322000000000e+03
900896,1.160168000000000e+03,6.123900000000000e+01,2.823756000000000e+03
