900896,6.564810000000000e+02,5.494800000000000e+01,8.059250000000000e+02
900896,6.031559999999999e+02,4.846600000000000e+01,7.357880000000000e+02
900896,7.035720000000000e+02,5.472700000000000e+01,8.216220000000000e+02
900896,6.561840000000000e+02,5.474600000000000e+01,8.103600000000000e+02
900896,6.539059999999999e+02,4.966500000000000e+01,8.049900000000000e+02
900896,6.162490000000000e+02,5.457900000000000e+01,7.742180000000000e+02
900896,6.184080000000000e+02,5.052200000000000e+01,8.434900000000000e+02
900896,6.217830000000000e+02,4.961100000000000e+01,8.149870000000000e+02
900896,6.061060000000000e+02,4.673900000000000e+01,8.409670000000000e+02
900896,5.338200000000001e+02,4.964500000000000e+01,7.661360000000000e+02
