91792,6.655100000000000e+02,4.570400000000000e+01,2.819166000000000e+03
91792,6.856650000000000e+02,5.083800000000000e+01,2.859407000000000e+03
91792,5.596210000000000e+02,4.260000000000000e+01,2.903452000000000e+03
91792,6.975970000000000e+02,4.555800000000000e+01,2.925250000000000e+03
91792,6.273620000000000e+02,5.035500000000000e+01,2.861769000000000e+03
91792,7.233110000000000e+02,5.033100000000000e+01,3.577677000000000e+03
91792,6.512880000000000e+02,4.448200000000000e+01,2.419606000000000e+03
91792,6.369190000000000e+02,4.999600000000000e+01,2.958234000000000e+03
91792,7.420000000000000e+02,4.419600000000000e+01,2.818619000000000e+03
91792,6.701680000000000e+02,5.012900000000000e+01,2.951320000000000e+03
