91792,1.115160000000000e+03,5.540100000000000e+01,2.919151000000000e+03
91792,1.080307000000000e+03,5.547700000000000e+01,1.799107000000000e+03
91792,1.079812000000000e+03,5.169500000000000e+01,2.183778000000000e+03
91792,1.125534000000000e+03,5.474200000000000e+01,2.177681000000000e+03
91792,1.074249000000000e+03,5.456000000000000e+01,2.880539000000000e+03
91792,1.019356000000000e+03,5.465500000000000e+01,2.168840000000000e+03
91792,1.069396000000000e+03,5.525700000000000e+01,2.170595000000000e+03
91792,1.068578000000000e+03,5.359100000000000e+01,2.659225000000000e+03
91792,1.122901000000000e+03,5.588900000000000e+01,2.659319000000000e+03
91792,1.107113000000000e+03,5.656300000000000e+01,2.217629000000000e+03
