91792,5.777740000000000e+02,4.470100000000000e+01,6.558748000000000e+03
91792,7.120240000000000e+02,5.102100000000000e+01,6.489461000000000e+03
91792,6.826720000000000e+02,5.086400000000000e+01,4.381589000000000e+03
91792,7.181440000000000e+02,4.839900000000000e+01,6.463126000000000e+03
91792,6.289810000000000e+02,5.083600000000000e+01,4.321667000000000e+03
91792,7.143390000000001e+02,5.084300000000000e+01,6.459520000000000e+03
91792,6.544800000000000e+02,4.931100000000000e+01,4.324818000000000e+03
91792,7.792930000000000e+02,5.098700000000000e+01,4.393512000000000e+03
91792,7.071910000000000e+02,4.880600000000000e+01,4.246013000000000e+03
91792,7.126140000000000e+02,4.447600000000000e+01,4.318266000000000e+03
