91792,1.370175000000000e+03,6.211200000000000e+01,4.478906000000000e+03
91792,1.515604000000000e+03,6.264000000000000e+01,4.590819000000000e+03
91792,1.489576000000000e+03,6.250500000000000e+01,4.388159000000000e+03
91792,1.488048000000000e+03,6.262900000000000e+01,6.779010000000000e+03
91792,1.481578000000000e+03,6.136400000000000e+01,4.596154000000000e+03
91792,1.584121000000000e+03,6.475300000000000e+01,4.549040000000000e+03
91792,1.435810000000000e+03,6.371300000000000e+01,6.754576000000000e+03
91792,1.524676000000000e+03,6.284600000000000e+01,4.597993000000000e+03
91792,1.451457000000000e+03,6.336700000000000e+01,4.583911000000000e+03
91792,1.405660000000000e+03,6.225700000000000e+01,4.616828000000000e+03
